rr,or_minutes,offset_ticks,direction,trades,win_rate,net,profit_factor,expectancy,avg_R,max_drawdown,sharpe
1.25,1,8,both,1053,41.88034188034188,-6078.220000000003,0.8005841838601082,-5.772288698955369,-0.09565181181383392,-6295.9999999999045,-1.688514061670418
1.25,1,8,long,924,40.8008658008658,-6410.760000000002,0.7634037477422684,-6.9380519480519505,-0.11981446481952236,-6719.949999999896,-2.035337821590541
1.25,1,8,short,905,41.546961325966855,-5385.950000000003,0.7930745806705429,-5.951325966850831,-0.10153252932198349,-6152.709999999912,-1.7586516197794164
1.25,2,0,both,1053,43.11490978157645,-4510.720000000001,0.8039265802690342,-4.283684710351378,-0.09274056630571137,-4604.339999999914,-1.568493410969868
1.25,2,0,long,968,41.32231404958678,-4729.0700000000015,0.7784648954738926,-4.885402892561985,-0.13365353414719405,-4729.279999999917,-1.7928406169958977
1.25,2,0,short,940,41.170212765957444,-5006.850000000001,0.7586126100847701,-5.326436170212768,-0.13266605498752673,-5630.9199999998955,-1.9886864749233542
1.25,2,1,both,1053,42.54510921177588,-5300.720000000001,0.7865749734764831,-5.033922127255462,-0.09895796223686736,-5398.889999999902,-1.74590490208513
1.25,2,1,long,963,41.22533748701973,-5356.620000000002,0.765696024466972,-5.562429906542058,-0.13325102699748997,-5356.829999999907,-1.9334183448739892
1.25,2,1,short,934,40.68522483940043,-5305.660000000002,0.7595518113851766,-5.680578158458246,-0.13542206960303527,-5963.47999999988,-2.001890117095399
1.25,2,2,both,1053,42.07027540360874,-5849.470000000002,0.7794849659207432,-5.5550522317189,-0.10480894361526426,-5913.889999999891,-1.8286192395105105
1.25,2,2,long,954,41.40461215932914,-5346.710000000002,0.7772033355890619,-5.604517819706501,-0.12529687810969808,-5344.419999999888,-1.841035943073336
1.25,2,2,short,929,40.68891280947255,-5536.960000000001,0.7626753373446363,-5.960129171151777,-0.1311359502611037,-6164.779999999881,-1.9885168262168669
1.25,2,3,both,1053,41.9753086419753,-6171.970000000002,0.7803091704281606,-5.861320037986706,-0.10319519459562453,-6163.409999999858,-1.8345205560101778
1.25,2,3,long,947,42.13305174234424,-5004.280000000002,0.7993232551443599,-5.284350580781417,-0.10730159929899895,-5031.179999999897,-1.6471505647524693
1.25,2,3,short,920,41.41304347826087,-4915.800000000002,0.7956612411050206,-5.34326086956522,-0.11140342714449096,-5567.369999999882,-1.6866465248659763
1.25,2,4,both,1053,41.5954415954416,-6673.220000000001,0.7755965511675456,-6.337340930674265,-0.10740860572400485,-6728.599999999862,-1.891045183780218
1.25,2,4,long,941,42.29543039319872,-4984.340000000002,0.8079035513451038,-5.296854410201915,-0.09967619313452722,-5159.769999999907,-1.5750489887808696
1.25,2,4,short,915,41.53005464480874,-4997.100000000002,0.8017881154579966,-5.461311475409839,-0.10523110959489204,-5748.659999999887,-1.6403310119378651
1.25,2,8,both,1053,41.40550807217474,-7078.220000000002,0.7995269004559361,-6.721956315289651,-0.10877629496329468,-7213.569999999861,-1.6840423146207442
1.25,2,8,long,903,41.97120708748616,-5263.470000000001,0.8222986951953697,-5.828870431893689,-0.10110139906964166,-5698.909999999923,-1.4597093394404836
