rr,or_minutes,offset_ticks,direction,bias,max_or_points,regime,trades,net,pf,win,maxdd,seg1,seg2,seg3,seg4,seg5,min_seg,n_pos,min_seg_trades
2.5,30,2,both,vwap,130,none,1172,19237.71999999999,1.257122289504291,47.44027303754266,-2160.159999999987,2047.3199999999983,5224.939999999998,2907.26,7607.359999999999,1450.8399999999988,1450.8399999999988,5,134
3.0,30,1,both,vwap,130,none,1174,19956.23999999999,1.2663156402908458,47.10391822827938,-2280.399999999987,2182.0799999999986,5804.939999999998,3266.26,7252.119999999999,1450.8399999999988,1450.8399999999988,5,134
2.0,30,1,both,vwap_slope,200,none,1316,15517.15999999999,1.1582802558815648,48.556231003039514,-2899.0799999999963,2279.679999999999,2122.7199999999975,2968.7999999999975,6695.499999999997,1450.459999999998,1450.459999999998,5,221
2.5,15,0,both,vwap,200,adx,1017,17816.91999999999,1.2125070191919143,44.051130776794494,-2631.1400000000003,1445.8799999999992,4905.5999999999985,3742.6799999999985,3461.279999999999,3640.459999999998,1445.8799999999992,5,171
1.5,15,1,both,vwap_slope,130,none,1350,20702.499999999993,1.238347097847053,47.18518518518518,-1875.4999999999945,1437.659999999999,3047.9799999999977,2124.3599999999974,5449.1799999999985,8643.32,1437.659999999999,5,207
2.5,15,0,long,vwap,130,none,783,16769.079999999994,1.3301716238443846,45.4661558109834,-2779.3399999999965,1430.459999999999,2225.1799999999985,5313.799999999998,4809.439999999999,2990.199999999999,1430.459999999999,5,120
2.5,60,1,both,vwap_slope,200,adx,691,10700.659999999993,1.2401898594953538,54.26917510853835,-1727.6199999999917,2181.559999999999,2231.999999999999,1428.279999999999,2716.199999999999,2338.84,1428.279999999999,5,84
3.0,15,0,long,vwap_slope,130,none,704,15355.539999999995,1.341077629692679,45.45454545454545,-2250.359999999997,1578.8799999999992,1426.639999999999,3416.159999999999,5557.799999999999,3376.0599999999986,1426.639999999999,5,106
1.25,15,1,both,vwap_slope,130,adx,863,15352.879999999994,1.2825471958540526,52.491309385863275,-1832.019999999995,1873.239999999999,1796.9999999999986,1418.9599999999984,3563.119999999999,4009.879999999999,1418.9599999999984,5,113
3.0,30,0,long,vwap,130,none,662,15139.619999999995,1.387489359131797,51.81268882175226,-1899.659999999998,2237.6199999999994,5046.82,1416.4599999999994,4952.199999999999,1486.5199999999993,1416.4599999999994,5,77
2.0,15,1,both,vwap_slope,200,adx,966,16540.159999999993,1.216600443096838,46.06625258799172,-2641.6400000000003,1415.8199999999993,3348.4399999999987,1943.5999999999983,3080.72,5680.859999999999,1415.8199999999993,5,161
2.5,15,0,both,vwap,130,none,1437,27028.119999999988,1.27146391398043,43.0758524704245,-2525.5400000000736,1409.7799999999984,4278.779999999997,6035.739999999997,8306.359999999999,6997.459999999999,1409.7799999999984,5,221
3.0,15,0,long,vwap,130,none,783,16464.579999999994,1.3211367810370573,44.827586206896555,-2779.3399999999965,1400.959999999999,1469.1799999999987,5841.799999999999,4914.439999999999,2838.199999999999,1400.959999999999,5,120
2.5,30,0,long,vwap,130,none,662,14694.119999999995,1.3770544217442688,51.963746223564954,-1899.659999999998,2089.1199999999994,5038.82,1514.4599999999994,4655.699999999999,1396.0199999999993,1396.0199999999993,5,77
2.0,30,0,long,vwap,200,none,798,13853.979999999992,1.2534448536204756,52.38095238095239,-3378.9199999999946,1388.4199999999996,3444.9399999999987,3468.3599999999988,4106.1399999999985,1446.1199999999988,1388.4199999999996,5,137
3.0,15,2,both,vwap_slope,200,adx,965,22212.89999999999,1.2843645761536708,44.66321243523316,-2652.1400000000003,1383.3199999999988,4189.439999999999,2988.8399999999983,4888.719999999999,7368.359999999999,1383.3199999999988,5,161
3.0,30,2,both,vwap,130,none,1172,19355.71999999999,1.2569097593407215,47.01365187713311,-2378.119999999959,2084.3199999999983,5655.939999999998,3052.26,7185.359999999999,1377.8399999999988,1377.8399999999988,5,134
3.0,15,1,long,vwap,130,none,782,16156.319999999996,1.3133077122668124,44.8849104859335,-2793.8399999999965,1459.1999999999991,1371.6799999999987,5766.799999999999,4794.439999999999,2764.199999999999,1371.6799999999987,5,120
1.5,30,2,both,vwap_slope,200,none,1314,16807.139999999992,1.1737897070033554,49.69558599695586,-3170.9600000001265,2709.9199999999983,1573.219999999998,3636.2999999999975,7529.739999999998,1357.959999999998,1357.959999999998,5,221
2.5,60,2,both,vwap_slope,200,adx,690,10262.399999999994,1.2294550487310254,54.347826086956516,-1754.1199999999917,2056.7999999999993,2160.999999999999,1352.779999999999,2617.199999999999,2288.84,1352.779999999999,5,84
2.5,30,1,long,vwap,130,none,662,14259.619999999995,1.3633390782866246,51.51057401812689,-1908.659999999998,1996.1199999999992,4870.82,1453.9599999999994,4590.199999999999,1348.5199999999993,1348.5199999999993,5,77
3.0,30,0,long,none,130,none,1005,15187.299999999994,1.2529193312017053,50.24875621890548,-1902.9999999999945,1750.459999999999,5752.259999999998,1670.699999999999,4667.98,1345.899999999999,1345.899999999999,5,115
3.0,30,1,long,vwap,130,none,662,14727.119999999995,1.374285592295071,51.3595166163142,-1908.659999999998,2117.6199999999994,4949.32,1342.4599999999994,4878.199999999999,1439.5199999999993,1342.4599999999994,5,77
3.0,15,1,long,vwap_slope,130,none,703,15133.279999999995,1.3342715056981713,45.519203413940254,-2262.859999999997,1643.6199999999992,1339.639999999999,3325.159999999999,5507.299999999999,3317.5599999999986,1339.639999999999,5,106
1.5,15,0,both,vwap_slope,130,none,1351,20801.25999999999,1.2409139815457169,47.07623982235381,-1860.4999999999982,1333.9199999999985,2916.4799999999977,2444.359999999998,5467.6799999999985,8638.82,1333.9199999999985,5,207
2.0,15,0,both,vwap_slope,200,adx,967,16644.419999999995,1.2187658625563629,45.81178903826267,-2631.1400000000003,1328.079999999999,3273.9399999999987,2033.0999999999983,3237.72,5699.359999999999,1328.079999999999,5,161
1.5,15,2,both,vwap,130,adx,908,10874.079999999993,1.1713958047583817,47.797356828193834,-2701.1999999999935,1324.539999999999,2142.1599999999985,2027.0199999999986,2175.679999999999,2855.9799999999996,1324.539999999999,5,123
1.0,30,0,long,none,130,none,1005,13393.299999999994,1.2502692674803364,55.82089552238806,-1469.179999999993,1526.4599999999991,3275.759999999999,1314.6999999999985,4544.48,2731.8999999999996,1314.6999999999985,5,115
2.0,30,1,long,vwap,200,none,798,13338.979999999992,1.2425735714251938,52.00501253132832,-3402.419999999993,1306.9199999999994,3362.4399999999987,3304.3599999999988,3988.6399999999985,1376.6199999999988,1306.9199999999994,5,137
1.25,60,1,both,vwap_slope,200,none,1082,16276.319999999992,1.2494885707479941,53.69685767097967,-2236.1800000000057,2959.2200000000003,2203.7199999999975,4688.919999999998,5120.879999999999,1303.5799999999986,1303.5799999999986,5,158
2.5,30,2,long,vwap,130,none,661,13981.359999999997,1.3545865030824213,51.43721633888049,-1917.659999999998,1934.1199999999992,4775.82,1393.4599999999994,4576.939999999999,1301.0199999999993,1301.0199999999993,5,77
1.0,30,1,long,none,130,none,1004,13182.539999999992,1.2445953543258872,55.677290836653384,-1476.679999999993,1477.699999999999,3138.759999999999,1300.6999999999985,4539.48,2725.8999999999996,1300.6999999999985,5,115
1.25,30,0,both,vwap_slope,200,none,1316,15649.15999999999,1.1659911753718244,51.06382978723404,-3132.2999999999956,2248.1799999999985,1298.719999999998,3121.2999999999975,6909.499999999997,2071.459999999998,1298.719999999998,5,221
1.25,15,1,both,vwap_slope,130,none,1350,18880.999999999993,1.2283587703628267,50.37037037037037,-2160.3999999999705,1818.1599999999987,1296.4799999999982,2054.359999999998,5944.1799999999985,7767.82,1296.4799999999982,5,207
1.25,30,1,both,none,130,none,1370,18364.19999999999,1.2158666615886127,50.43795620437956,-1785.0999999999967,1277.2999999999988,2747.5999999999976,1951.4199999999978,8917.319999999998,3470.5599999999995,1277.2999999999988,5,156
1.25,30,2,both,none,130,none,1369,17915.439999999988,1.2092755075054646,50.40175310445581,-1794.5999999999967,1276.5399999999986,2690.0999999999976,1852.9199999999978,8713.819999999998,3382.0599999999995,1276.5399999999986,5,156
3.0,30,1,long,none,130,none,1004,14550.539999999994,1.2406023069184402,50.0,-1924.4999999999945,1575.199999999999,5614.759999999998,1557.199999999999,4530.98,1272.399999999999,1272.399999999999,5,115
1.25,15,2,both,vwap_slope,130,none,1348,19116.47999999999,1.2305077192101581,50.37091988130564,-2154.6599999999708,2159.159999999999,1270.4799999999982,2166.0999999999976,5729.919999999998,7790.82,1270.4799999999982,5,207
1.5,60,0,both,vwap,200,adx,788,13611.879999999997,1.2592116939553553,53.68020304568528,-2017.6399999999867,1266.539999999999,3138.679999999999,2842.4399999999987,3855.4599999999996,2391.66,1266.539999999999,5,91
2.0,30,2,long,vwap,200,none,797,13074.719999999994,1.2367539871492792,51.94479297365119,-3425.919999999993,1265.4199999999992,3279.9399999999987,3237.8599999999988,3984.3799999999983,1307.1199999999988,1265.4199999999992,5,137
2.0,15,1,both,vwap,200,none,1596,16366.459999999988,1.1310503592052963,43.92230576441103,-2784.3400000000147,1264.0999999999985,2704.7599999999975,3052.5599999999968,5407.239999999998,3937.7999999999975,1264.0999999999985,5,305
3.0,15,2,long,vwap,130,none,781,16077.559999999996,1.311426958713782,45.07042253521127,-2808.8399999999965,1707.1999999999991,1261.6799999999987,5536.799999999998,4881.6799999999985,2690.199999999999,1261.6799999999987,5,120
1.5,30,1,long,vwap,200,none,798,12538.479999999992,1.2314237757508617,52.88220551378446,-3056.419999999993,1350.9199999999994,3009.9399999999987,2742.3599999999988,4175.6399999999985,1259.6199999999988,1259.6199999999988,5,137
1.0,30,2,both,vwap_slope,200,none,1314,12979.139999999992,1.1419740513743843,53.19634703196348,-3148.7999999999956,1429.9199999999987,1257.2199999999978,2835.2999999999975,4485.239999999998,2971.459999999998,1257.2199999999978,5,221
2.5,30,0,long,none,130,none,1005,14286.799999999994,1.2383208313371505,50.34825870646766,-2037.9399999999769,1601.9599999999991,5560.759999999998,1694.699999999999,4173.98,1255.399999999999,1255.399999999999,5,115
3.0,15,2,long,vwap_slope,130,none,702,15109.019999999997,1.3336396863981006,45.72649572649573,-2275.859999999997,1907.6199999999992,1252.139999999999,3079.159999999999,5611.039999999999,3259.0599999999986,1252.139999999999,5,106
2.0,15,2,long,vwap_slope,200,none,777,9904.019999999993,1.1762639312116445,46.33204633204633,-2287.0199999999904,1231.1799999999994,1248.7599999999989,2154.0399999999986,2885.58,2384.4599999999987,1231.1799999999994,5,146
1.25,30,1,both,vwap_slope,200,none,1316,14976.15999999999,1.1579051141267684,50.83586626139818,-3145.2999999999956,2058.1799999999985,1229.719999999998,2793.2999999999975,6878.999999999997,2015.959999999998,1229.719999999998,5,221
1.25,30,2,both,vwap_slope,200,adx,840,10221.399999999992,1.157935854068717,51.547619047619044,-2541.5999999999967,2022.8999999999992,1808.0199999999986,1223.8999999999985,3798.199999999999,1472.439999999999,1223.8999999999985,5,119
1.25,15,2,both,vwap,130,none,1434,14633.33999999999,1.160561492426804,49.721059972106,-2133.4199999999937,1217.019999999999,1410.779999999998,2149.4799999999977,4634.099999999999,5221.959999999998,1217.019999999999,5,221
3.0,30,2,long,vwap,130,none,661,14364.859999999997,1.3633703899699183,51.28593040847201,-1917.659999999998,2056.6199999999994,4851.82,1207.4599999999994,4856.439999999999,1392.5199999999993,1207.4599999999994,5,77
1.5,60,1,both,vwap_slope,0,none,1298,22336.97999999999,1.2369180536661184,53.46687211093991,-2825.920000000131,1205.0399999999988,2906.779999999998,5325.319999999998,5632.899999999998,7266.939999999999,1205.0399999999988,5,253
3.0,30,2,long,none,130,none,1003,14249.279999999992,1.235503879812579,50.14955134596212,-1754.4399999999769,1603.699999999999,5477.259999999998,1618.699999999999,4350.719999999999,1198.899999999999,1198.899999999999,5,115
2.5,15,2,long,none,130,adx,789,10766.639999999994,1.191944856661406,44.35994930291508,-3468.919999999982,1188.839999999999,2720.3999999999987,1249.7399999999986,1439.4599999999987,3661.08,1188.839999999999,5,108
1.5,30,2,long,vwap,200,none,797,12346.219999999994,1.2269161167856486,52.82308657465495,-3075.919999999993,1326.4199999999992,2942.9399999999987,2697.8599999999988,4193.879999999998,1185.1199999999988,1185.1199999999988,5,137
1.25,60,2,both,vwap_slope,200,none,1081,15479.05999999999,1.2359307821184093,53.56151711378353,-2254.179999999993,2919.96,2116.2199999999984,4616.419999999998,4644.879999999999,1181.5799999999988,1181.5799999999988,5,158
2.5,30,1,long,none,130,none,1004,13639.039999999994,1.2259082681620503,50.0996015936255,-2122.939999999977,1453.699999999999,5354.759999999998,1585.199999999999,4063.9799999999996,1181.399999999999,1181.399999999999,5,115
1.5,60,0,both,vwap_slope,200,none,1082,17246.819999999992,1.2639289106096947,53.41959334565619,-2285.979999999986,3438.7200000000003,2423.2199999999993,4510.419999999998,5693.879999999999,1180.5799999999986,1180.5799999999986,5,158
1.25,30,2,both,vwap_slope,200,none,1314,14572.63999999999,1.1531865545702609,50.68493150684932,-3158.2999999999956,1955.9199999999985,1167.219999999998,2967.7999999999975,6592.739999999998,1888.959999999998,1167.219999999998,5,221
3.0,30,0,both,none,130,adx,855,14838.799999999996,1.2474817859356264,46.31578947368421,-2463.5599999999795,1164.4599999999991,4339.839999999998,1620.1199999999985,5226.699999999999,2175.58,1164.4599999999991,5,83
1.5,60,2,both,vwap_slope,0,none,1297,21197.71999999999,1.2233814954892106,53.35389360061681,-3466.4200000000565,1160.2799999999988,2786.279999999998,5216.819999999998,5479.899999999998,6554.439999999999,1160.2799999999988,5,253
1.5,30,2,long,none,130,none,1003,13032.279999999992,1.2203795276011309,51.34596211365903,-1658.2999999999847,1390.6999999999991,4624.759999999998,1160.1999999999982,4602.219999999999,1254.399999999999,1160.1999999999982,5,115
3.0,15,2,long,none,130,adx,789,9845.139999999994,1.1743094381420098,43.85297845373891,-3584.419999999982,1459.339999999999,2628.8999999999987,1146.2399999999986,1496.4599999999982,2802.58,1146.2399999999986,5,108
1.25,15,2,both,vwap,130,adx,908,11557.079999999993,1.1928475528704334,51.3215859030837,-1606.92,1144.0399999999988,1937.1599999999985,2400.0199999999986,2500.1799999999985,2601.4799999999996,1144.0399999999988,5,123
1.25,15,0,both,vwap_slope,130,none,1351,19108.75999999999,1.232227827973517,50.33308660251665,-2142.3999999999705,1863.4199999999987,1125.4799999999982,2135.3599999999974,6221.1799999999985,7763.32,1125.4799999999982,5,207
1.5,15,2,both,vwap,130,none,1434,14830.83999999999,1.1544467952074426,46.373779637377964,-3464.499999999989,1124.519999999999,1887.779999999998,1279.9799999999973,4823.5999999999985,5714.959999999998,1124.519999999999,5,221
3.0,15,0,long,none,130,adx,790,10477.399999999994,1.1871497662548112,43.54430379746835,-3648.919999999982,1241.0999999999992,2783.3999999999987,1111.7399999999986,1736.9599999999982,3249.58,1111.7399999999986,5,108
1.5,60,1,both,vwap_slope,200,none,1082,16818.819999999992,1.2566918553682582,53.23475046210721,-2325.9799999999886,3199.2200000000003,2321.2199999999993,4681.419999999998,5505.879999999999,1111.0799999999986,1111.0799999999986,5,158
2.5,30,2,long,none,130,none,1003,13545.279999999993,1.2242474992243795,50.24925224327019,-1954.9399999999769,1481.199999999999,5221.759999999998,1728.699999999999,4006.2199999999993,1107.399999999999,1107.399999999999,5,115
3.0,60,0,long,none,200,adx,626,12995.259999999995,1.359394315848046,56.54952076677316,-1284.0399999999954,1102.1999999999991,3383.119999999999,2525.5599999999995,1992.799999999999,3110.540000000001,1102.1999999999991,5,79
1.25,30,0,both,vwap_slope,200,adx,841,10553.659999999993,1.164295252782165,51.724137931034484,-2522.5999999999967,2028.6599999999994,1864.0199999999986,1086.3999999999985,4150.699999999999,1515.939999999999,1086.3999999999985,5,119
1.25,60,0,both,vwap,200,adx,788,12760.879999999994,1.2445014908580756,54.568527918781726,-1945.3399999999965,1078.539999999999,2978.679999999999,2640.4399999999987,3151.4599999999996,2653.66,1078.539999999999,5,91
2.0,15,0,long,vwap,200,none,856,10257.059999999992,1.1631935925768588,45.677570093457945,-3089.17999999999,1075.9999999999989,1811.5199999999986,3529.9399999999987,2744.239999999999,1095.3599999999985,1075.9999999999989,5,161
3.0,15,2,both,vwap_slope,200,none,1500,30303.99999999999,1.261877334872704,43.666666666666664,-3165.9400000000896,1073.2399999999986,3576.9599999999973,4000.639999999997,9486.799999999997,12166.36,1073.2399999999986,5,286
2.0,15,1,both,vwap_slope,200,none,1502,23113.01999999999,1.2040614848473024,44.940079893475364,-3059.4400000000132,1058.7399999999989,3453.4599999999973,2958.3999999999974,6552.059999999998,9090.359999999999,1058.7399999999989,5,286
2.5,60,0,long,none,200,adx,626,13863.759999999995,1.3861255319623,56.86900958466453,-1284.0399999999954,1055.6999999999991,3313.119999999999,3100.5599999999995,2402.7999999999993,3110.540000000001,1055.6999999999991,5,79
1.5,60,1,both,vwap,200,adx,788,13059.379999999997,1.2474101220172498,53.55329949238579,-2046.1399999999867,1047.039999999999,3075.1799999999994,2787.4399999999987,3685.9599999999996,2361.16,1047.039999999999,5,91
3.0,30,2,both,vwap_slope,200,adx,840,12542.399999999992,1.184958578091115,48.69047619047619,-2710.0999999999913,2346.8999999999987,3431.5199999999986,1046.3999999999985,3883.699999999999,1325.439999999999,1046.3999999999985,5,119
